danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,song_name,artist(s),gender(of the atrist(s)),"type(solo, colab, grpup/band)",country,number_integrants,song_language,label
0.428,0.695,0,-4.63,1,0.0437,0.0336,4.12E-06,0.117,0.214,128.111,audio_features,7vLIj2GVAeYrohv8p0JjF0,spotify:track:7vLIj2GVAeYrohv8p0JjF0,https://api.spotify.com/v1/tracks/7vLIj2GVAeYrohv8p0JjF0,https://api.spotify.com/v1/audio-analysis/7vLIj2GVAeYrohv8p0JjF0,198224,4,Sunrise,"['ARTY', 'April Bender']",V,colab,Rusia,2,English,R
0.506,0.693,0,-7.265,0,0.0412,0.584,9.58E-05,0.0891,0.221,139.912,audio_features,3nc420PXjTdBV5TN0gCFkS,spotify:track:3nc420PXjTdBV5TN0gCFkS,https://api.spotify.com/v1/tracks/3nc420PXjTdBV5TN0gCFkS,https://api.spotify.com/v1/audio-analysis/3nc420PXjTdBV5TN0gCFkS,216420,4,Ocean (feat. Khalid),"['Martin Garrix', 'Khalid']",M,colab,Netherlands,2,English,RF
0.715,0.574,7,-6.236,1,0.0817,0.373,0,0.174,0.337,157,audio_features,5EuKpn4RsDC1UFVUT0G269,spotify:track:5EuKpn4RsDC1UFVUT0G269,https://api.spotify.com/v1/tracks/5EuKpn4RsDC1UFVUT0G269,https://api.spotify.com/v1/audio-analysis/5EuKpn4RsDC1UFVUT0G269,183703,4,Candles,['Juice WRLD'],M,solo,United States,1,English,RF
0.76,0.605,6,-6.122,1,0.052,0.165,0,0.185,0.644,115.09,audio_features,3Q6zROQvMXRtR9NYfDpNWL,spotify:track:3Q6zROQvMXRtR9NYfDpNWL,https://api.spotify.com/v1/tracks/3Q6zROQvMXRtR9NYfDpNWL,https://api.spotify.com/v1/audio-analysis/3Q6zROQvMXRtR9NYfDpNWL,208696,4,Guerrera,"['DELLAFUENTE', 'C. Tangana']",M,colab,Spain,2,Spanish,RF
0.823,0.731,11,-3.399,0,0.103,0.175,0,0.131,0.952,152.024,audio_features,04cd1MHVq1D8v1nuTZoCdv,spotify:track:04cd1MHVq1D8v1nuTZoCdv,https://api.spotify.com/v1/tracks/04cd1MHVq1D8v1nuTZoCdv,https://api.spotify.com/v1/audio-analysis/04cd1MHVq1D8v1nuTZoCdv,186316,4,Puntos Suspensivos,['Piso 21'],M,band,Colombia,1,Spanish,R
0.635,0.517,3,-8.142,1,0.0253,0.00307,0,0.4,0.299,136.87,audio_features,6nEDSOTbtLlvGhm3lFalS3,spotify:track:6nEDSOTbtLlvGhm3lFalS3,https://api.spotify.com/v1/tracks/6nEDSOTbtLlvGhm3lFalS3,https://api.spotify.com/v1/audio-analysis/6nEDSOTbtLlvGhm3lFalS3,210747,4,No Me Puedes Dejar Así,['Izan Llunas'],M,solo,Mexico,1,Spanish,R
0.606,0.847,11,-6.292,1,0.0975,0.0377,7.95E-06,0.14,0.503,144.936,audio_features,1MBtNXoT6cXrrSstG07Lf7,spotify:track:1MBtNXoT6cXrrSstG07Lf7,https://api.spotify.com/v1/tracks/1MBtNXoT6cXrrSstG07Lf7,https://api.spotify.com/v1/audio-analysis/1MBtNXoT6cXrrSstG07Lf7,175867,4,Can't Take It From Me (feat. Skip Marley),"['Major Lazer', 'Skip Marley']",M,colab,United States,2,English,R
0.673,0.676,1,-5.002,1,0.0308,0.0355,0,0.107,0.57,134.944,audio_features,6QV0jXpL3RHVkN2g8C7mvh,spotify:track:6QV0jXpL3RHVkN2g8C7mvh,https://api.spotify.com/v1/tracks/6QV0jXpL3RHVkN2g8C7mvh,https://api.spotify.com/v1/audio-analysis/6QV0jXpL3RHVkN2g8C7mvh,201601,4,Whatever It Takes,['Imagine Dragons'],M,band,United States,1,English,R
0.709,0.771,7,-4.598,1,0.166,0.146,3.29E-06,0.249,0.709,174.006,audio_features,0s5DNDV6LAKn2u2Ufa3VjQ,spotify:track:0s5DNDV6LAKn2u2Ufa3VjQ,https://api.spotify.com/v1/tracks/0s5DNDV6LAKn2u2Ufa3VjQ,https://api.spotify.com/v1/audio-analysis/0s5DNDV6LAKn2u2Ufa3VjQ,204453,4,Desconocidos,"['Mau y Ricky', 'Manuel Turizo', 'Camilo']",M,colab,Venezuela,3,Spanish,R
0.642,0.374,4,-9.386,1,0.0545,0.786,0,0.0906,0.0799,124.099,audio_features,45bE4HXI0AwGZXfZtMp8JR,spotify:track:45bE4HXI0AwGZXfZtMp8JR,https://api.spotify.com/v1/tracks/45bE4HXI0AwGZXfZtMp8JR,https://api.spotify.com/v1/audio-analysis/45bE4HXI0AwGZXfZtMp8JR,169266,4,you broke me first,['Tate McRae'],F,solo,United States,1,English,R
0.598,0.904,4,-2.293,1,0.0507,0.331,0,0.264,0.503,138.091,audio_features,3gicyfiEVMGONgzygpWjNT,spotify:track:3gicyfiEVMGONgzygpWjNT,https://api.spotify.com/v1/tracks/3gicyfiEVMGONgzygpWjNT,https://api.spotify.com/v1/audio-analysis/3gicyfiEVMGONgzygpWjNT,198075,4,Grip,"['Seeb', 'Bastille']",M,colab,Norway,2,English,R
0.745,0.704,8,-7.306,0,0.0418,0.0516,0.000683,0.153,0.393,124.02,audio_features,0OWMb0mr5PZvb8VoI8qNTq,spotify:track:0OWMb0mr5PZvb8VoI8qNTq,https://api.spotify.com/v1/tracks/0OWMb0mr5PZvb8VoI8qNTq,https://api.spotify.com/v1/audio-analysis/0OWMb0mr5PZvb8VoI8qNTq,219855,4,Fill Me In,"['Loud Luxury', 'Ryan Shepherd']",M,colab,Canada,2,English,R
0.785,0.734,5,-8.808,0,0.0477,0.000345,0.821,0.093,0.421,125.035,audio_features,30UecYdBvtbBusYnHqXtEJ,spotify:track:30UecYdBvtbBusYnHqXtEJ,https://api.spotify.com/v1/tracks/30UecYdBvtbBusYnHqXtEJ,https://api.spotify.com/v1/audio-analysis/30UecYdBvtbBusYnHqXtEJ,236160,4,To The Moon And Back - Edit,['Boris Brejcha'],M,solo,Germany,1,,R
0.231,0.465,6,-9.705,1,0.0373,0.482,0.000877,0.0593,0.266,80.027,audio_features,3xmhECNTS8KZQ7C6ye7JIK,spotify:track:3xmhECNTS8KZQ7C6ye7JIK,https://api.spotify.com/v1/tracks/3xmhECNTS8KZQ7C6ye7JIK,https://api.spotify.com/v1/audio-analysis/3xmhECNTS8KZQ7C6ye7JIK,245327,4,Stay,"['Chet Porter', 'Chelsea Cutler']",V,colab,United States,2,English,R
0.559,0.716,11,-3.964,0,0.39,0.737,0,0.252,0.504,176.618,audio_features,4jtyUzZm9WLc2AdaJ1dso7,spotify:track:4jtyUzZm9WLc2AdaJ1dso7,https://api.spotify.com/v1/tracks/4jtyUzZm9WLc2AdaJ1dso7,https://api.spotify.com/v1/audio-analysis/4jtyUzZm9WLc2AdaJ1dso7,275227,4,0 To 100 / The Catch Up,['Drake'],M,solo,Canada,1,English,R
0.752,0.883,5,-4.45,0,0.0426,0.00616,0.0998,0.167,0.509,122.026,audio_features,59pC3ONM6ggVn0CYi0l1KD,spotify:track:59pC3ONM6ggVn0CYi0l1KD,https://api.spotify.com/v1/tracks/59pC3ONM6ggVn0CYi0l1KD,https://api.spotify.com/v1/audio-analysis/59pC3ONM6ggVn0CYi0l1KD,176414,4,SLOW DANCING IN THE DARK - Loud Luxury Remix,"['Joji', 'Loud Luxury']",M,colab,United States,2,English,R
0.652,0.942,10,-8.63,0,0.0466,0.0335,0.973,0.0967,0.615,122.904,audio_features,67LEqXBWSZKB66i9A6qt5y,spotify:track:67LEqXBWSZKB66i9A6qt5y,https://api.spotify.com/v1/tracks/67LEqXBWSZKB66i9A6qt5y,https://api.spotify.com/v1/audio-analysis/67LEqXBWSZKB66i9A6qt5y,374933,4,Raabta - AFTR:HRS Mixcut,['CamelPhat'],M,band,UK,1,,R
0.57,0.797,6,-2.954,1,0.0608,0.00476,0.00833,0.11,0.212,149.925,audio_features,5Ce9z7GqSknXccyppRxNLY,spotify:track:5Ce9z7GqSknXccyppRxNLY,https://api.spotify.com/v1/tracks/5Ce9z7GqSknXccyppRxNLY,https://api.spotify.com/v1/audio-analysis/5Ce9z7GqSknXccyppRxNLY,239711,4,Thief,['Ookay'],M,solo,United States,1,English,R
0.786,0.681,10,-8.541,1,0.199,0.461,1.60E-06,0.112,0.665,140.054,audio_features,5EByg35rzIe8jIjUNweGFK,spotify:track:5EByg35rzIe8jIjUNweGFK,https://api.spotify.com/v1/tracks/5EByg35rzIe8jIjUNweGFK,https://api.spotify.com/v1/audio-analysis/5EByg35rzIe8jIjUNweGFK,196336,4,Moon Walkin,['Shish-Kanak'],M,solo,United States,1,English,R
0.748,0.552,8,-7.389,0,0.0339,0.0243,0.0132,0.0589,0.687,125.041,audio_features,5ZTnfOu68a8wceHVB1UG19,spotify:track:5ZTnfOu68a8wceHVB1UG19,https://api.spotify.com/v1/tracks/5ZTnfOu68a8wceHVB1UG19,https://api.spotify.com/v1/audio-analysis/5ZTnfOu68a8wceHVB1UG19,250560,4,LIITA,"['Felix Jaehn', 'Breaking Beattz', 'Brother Leo']",M,colab,Germany,3,English,R
0.722,0.744,11,-5.52,0,0.0363,0.0234,0.000157,0.143,0.686,125.985,audio_features,6tvQzeCPwOytDlBYCIOY0n,spotify:track:6tvQzeCPwOytDlBYCIOY0n,https://api.spotify.com/v1/tracks/6tvQzeCPwOytDlBYCIOY0n,https://api.spotify.com/v1/audio-analysis/6tvQzeCPwOytDlBYCIOY0n,207630,4,Breathe,"['Jax Jones', 'Ina Wroldsen']",V,colab,United States,2,English,R
0.786,0.69,3,-4.665,1,0.04,0.0865,9.03E-05,0.238,0.485,122.006,audio_features,3YlrH4ydAKkxuej6F4Nnkl,spotify:track:3YlrH4ydAKkxuej6F4Nnkl,https://api.spotify.com/v1/tracks/3YlrH4ydAKkxuej6F4Nnkl,https://api.spotify.com/v1/audio-analysis/3YlrH4ydAKkxuej6F4Nnkl,195561,4,This Girl (Kungs Vs. Cookin' On 3 Burners),"['Kungs', ""Cookin' On 3 Burners""]",V,colab,France,2,English,R
0.652,0.802,11,-5.308,1,0.0669,0.161,0,0.143,0.559,167.952,audio_features,4gHSezW5CHZCvjAUjF2pd5,spotify:track:4gHSezW5CHZCvjAUjF2pd5,https://api.spotify.com/v1/tracks/4gHSezW5CHZCvjAUjF2pd5,https://api.spotify.com/v1/audio-analysis/4gHSezW5CHZCvjAUjF2pd5,255000,5,Another Day in Paradise,['Quinn XCII'],M,solo,United States,1,English,R
0.573,0.742,5,-3.089,1,0.0453,0.368,0.00239,0.285,0.33,160.108,audio_features,6QcIPGlQpohjUNPpIv1OsB,spotify:track:6QcIPGlQpohjUNPpIv1OsB,https://api.spotify.com/v1/tracks/6QcIPGlQpohjUNPpIv1OsB,https://api.spotify.com/v1/audio-analysis/6QcIPGlQpohjUNPpIv1OsB,198153,4,Both of Us,"['Yellow Claw', 'STORi']",V,colab,Netherlands,2,English,R
0.666,0.75,10,-4.189,1,0.0899,0.559,1.43E-06,0.131,0.593,158.918,audio_features,2DbFrz8xUz8ICEmQWlnhMg,spotify:track:2DbFrz8xUz8ICEmQWlnhMg,https://api.spotify.com/v1/tracks/2DbFrz8xUz8ICEmQWlnhMg,https://api.spotify.com/v1/audio-analysis/2DbFrz8xUz8ICEmQWlnhMg,196698,4,Drain Me,['Arizona Zervas'],M,solo,United States,1,English,R
0.696,0.743,6,-3.851,1,0.0329,0.0773,0,0.0587,0.636,123.007,audio_features,51NBMjiv4t1nUiLC9Bim3G,spotify:track:51NBMjiv4t1nUiLC9Bim3G,https://api.spotify.com/v1/tracks/51NBMjiv4t1nUiLC9Bim3G,https://api.spotify.com/v1/audio-analysis/51NBMjiv4t1nUiLC9Bim3G,201254,4,By Your Side,"['Jonas Blue', 'RAYE']",V,colab,United States,2,English,R
0.727,0.726,1,-5.453,1,0.0989,0.0155,9.10E-05,0.0899,0.591,121.989,audio_features,0sWXjRFc91iTzq3fR1ce0t,spotify:track:0sWXjRFc91iTzq3fR1ce0t,https://api.spotify.com/v1/tracks/0sWXjRFc91iTzq3fR1ce0t,https://api.spotify.com/v1/audio-analysis/0sWXjRFc91iTzq3fR1ce0t,255632,4,Latch,"['Disclosure', 'Sam Smith']",M,colab,UK,2,English,RF
0.762,0.801,1,-3.661,0,0.0409,0.2,7.04E-05,0.254,0.81,93.992,audio_features,5kqNIqFjijuzvVLhuY9B8j,spotify:track:5kqNIqFjijuzvVLhuY9B8j,https://api.spotify.com/v1/tracks/5kqNIqFjijuzvVLhuY9B8j,https://api.spotify.com/v1/audio-analysis/5kqNIqFjijuzvVLhuY9B8j,136893,4,La Zona,['Bad Bunny'],M,solo,Puerto Rico,1,Spanish,R
0.755,0.625,2,-7.114,1,0.0896,0.49,0,0.157,0.374,147.02,audio_features,2hnxrRNzF74mdDzpQZQukQ,spotify:track:2hnxrRNzF74mdDzpQZQukQ,https://api.spotify.com/v1/tracks/2hnxrRNzF74mdDzpQZQukQ,https://api.spotify.com/v1/audio-analysis/2hnxrRNzF74mdDzpQZQukQ,174861,4,There's No Way (feat. Julia Michaels),"['Lauv', 'Julia Michaels']",V,colab,United States,2,English,R
0.557,0.87,11,-3.682,1,0.055,0.0035,0,0.143,0.329,142.079,audio_features,0Ni8xzB32O8MemsKcPHWBh,spotify:track:0Ni8xzB32O8MemsKcPHWBh,https://api.spotify.com/v1/tracks/0Ni8xzB32O8MemsKcPHWBh,https://api.spotify.com/v1/audio-analysis/0Ni8xzB32O8MemsKcPHWBh,283746,4,Graves,['CHVRCHES'],V,band,UK,1,English,R
0.63,0.9,4,-3.955,1,0.0387,0.000639,0.852,0.203,0.155,134.988,audio_features,2HO0uCyq8jOveEzvmo4JEu,spotify:track:2HO0uCyq8jOveEzvmo4JEu,https://api.spotify.com/v1/tracks/2HO0uCyq8jOveEzvmo4JEu,https://api.spotify.com/v1/audio-analysis/2HO0uCyq8jOveEzvmo4JEu,193778,4,Fly,"['Marshmello', 'Leah Culver']",V,colab,United States,2,English,R
0.677,0.497,5,-5.763,1,0.0809,0.152,0,0.0911,0.419,99.137,audio_features,0Zbbxnx4SGGHoIow4PpISP,spotify:track:0Zbbxnx4SGGHoIow4PpISP,https://api.spotify.com/v1/tracks/0Zbbxnx4SGGHoIow4PpISP,https://api.spotify.com/v1/audio-analysis/0Zbbxnx4SGGHoIow4PpISP,236853,4,Stargazing,"['Kygo', 'Justin Jesso']",M,colab,Norway,2,English,R
0.723,0.561,9,-9.202,0,0.0476,0.0213,3.04E-06,0.0714,0.696,88.043,audio_features,1QyPYtnOVwmprWCjVgPo1Q,spotify:track:1QyPYtnOVwmprWCjVgPo1Q,https://api.spotify.com/v1/tracks/1QyPYtnOVwmprWCjVgPo1Q,https://api.spotify.com/v1/audio-analysis/1QyPYtnOVwmprWCjVgPo1Q,220478,4,Why?,"[""She's A Tease""]",M,band,Mexico,1,English-Spanish,R
0.785,0.62,8,-6.667,1,0.254,0.0138,0,0.15,0.478,78.477,audio_features,59J5nzL1KniFHnU120dQzt,spotify:track:59J5nzL1KniFHnU120dQzt,https://api.spotify.com/v1/tracks/59J5nzL1KniFHnU120dQzt,https://api.spotify.com/v1/audio-analysis/59J5nzL1KniFHnU120dQzt,235535,4,wokeuplikethis*,"['Playboi Carti', 'Lil Uzi Vert']",M,colab,United States,2,English,R
0.731,0.708,1,-6.659,1,0.167,0.473,0.00486,0.112,0.722,186.003,audio_features,5MPQfbK3LIOyPT84WJyD7g,spotify:track:5MPQfbK3LIOyPT84WJyD7g,https://api.spotify.com/v1/tracks/5MPQfbK3LIOyPT84WJyD7g,https://api.spotify.com/v1/audio-analysis/5MPQfbK3LIOyPT84WJyD7g,154840,4,badwine - Remix,"['Feid', 'Lenny Tavárez']",M,colab,Colombia,2,Spanish,R
0.294,0.505,3,-8.106,1,0.042,0.12,0,0.0977,0.357,85.332,audio_features,6wo37KVqFJhtuxPTpLCcfe,spotify:track:6wo37KVqFJhtuxPTpLCcfe,https://api.spotify.com/v1/tracks/6wo37KVqFJhtuxPTpLCcfe,https://api.spotify.com/v1/audio-analysis/6wo37KVqFJhtuxPTpLCcfe,209893,1,Takeaway (feat. Lennon Stella),"['The Chainsmokers', 'ILLENIUM', 'Lennon Stella']",V,colab,United States,3,English,R
0.501,0.519,4,-5.88,0,0.0409,0.109,0,0.454,0.168,133.99,audio_features,23L5CiUhw2jV1OIMwthR3S,spotify:track:23L5CiUhw2jV1OIMwthR3S,https://api.spotify.com/v1/tracks/23L5CiUhw2jV1OIMwthR3S,https://api.spotify.com/v1/audio-analysis/23L5CiUhw2jV1OIMwthR3S,195707,4,In the Name of Love,"['Martin Garrix', 'Bebe Rexha']",V,colab,Netherlands,2,English,R
0.445,0.458,0,-11.761,1,0.185,0.487,9.92E-05,0.145,0.22,78.972,audio_features,5NQXcq3ovtX9MG07xRZlcT,spotify:track:5NQXcq3ovtX9MG07xRZlcT,https://api.spotify.com/v1/tracks/5NQXcq3ovtX9MG07xRZlcT,https://api.spotify.com/v1/audio-analysis/5NQXcq3ovtX9MG07xRZlcT,209305,4,Quisiera Ser el Mar,"['DAAZ', 'Cem-o', 'Nueve-cero']",M,colab,Mexico,3,Spanish,R
0.734,0.685,0,-5.37,1,0.0453,0.117,0,0.109,0.754,92.042,audio_features,4khWEpnaijN0G1x019Uzdr,spotify:track:4khWEpnaijN0G1x019Uzdr,https://api.spotify.com/v1/tracks/4khWEpnaijN0G1x019Uzdr,https://api.spotify.com/v1/audio-analysis/4khWEpnaijN0G1x019Uzdr,216753,4,No Se Va,['Morat'],M,band,Colombia,1,Spanish,R
0.846,0.548,1,-6.397,1,0.256,0.241,0.0713,0.0419,0.516,94.925,audio_features,7MmrcXVA7A5zZ2CbDuGHNa,spotify:track:7MmrcXVA7A5zZ2CbDuGHNa,https://api.spotify.com/v1/tracks/7MmrcXVA7A5zZ2CbDuGHNa,https://api.spotify.com/v1/audio-analysis/7MmrcXVA7A5zZ2CbDuGHNa,209680,4,A Mí,['Rels B'],M,solo,Spain,1,Spanish,R
0.899,0.894,1,-7.255,1,0.222,0.203,9.95E-05,0.0606,0.654,129.047,audio_features,0GiwV6v3AgJfdu59tj719Y,spotify:track:0GiwV6v3AgJfdu59tj719Y,https://api.spotify.com/v1/tracks/0GiwV6v3AgJfdu59tj719Y,https://api.spotify.com/v1/audio-analysis/0GiwV6v3AgJfdu59tj719Y,150635,4,Pump It Up,['Endor'],M,solo,UK,1,English,R
0.688,0.688,3,-5.84,1,0.0357,0.3,0,0.0982,0.451,114.011,audio_features,0WVAQaxrT0wsGEG4BCVSn2,spotify:track:0WVAQaxrT0wsGEG4BCVSn2,https://api.spotify.com/v1/tracks/0WVAQaxrT0wsGEG4BCVSn2,https://api.spotify.com/v1/audio-analysis/0WVAQaxrT0wsGEG4BCVSn2,193321,4,Born To Be Yours,"['Kygo', 'Imagine Dragons']",M,colab,Norway,2,English,R
0.651,0.546,11,-7.344,1,0.0279,0.756,0,0.126,0.221,115.001,audio_features,3Hjte8gTWoeDbsvEzyhW27,spotify:track:3Hjte8gTWoeDbsvEzyhW27,https://api.spotify.com/v1/tracks/3Hjte8gTWoeDbsvEzyhW27,https://api.spotify.com/v1/audio-analysis/3Hjte8gTWoeDbsvEzyhW27,158628,4,Running Away,['D.E.L'],M,solo,United States,1,English,R
0.466,0.585,4,-5.347,0,0.0432,0.288,0,0.212,0.289,126.054,audio_features,67rvuV6oRGppOyXZk9OUrs,spotify:track:67rvuV6oRGppOyXZk9OUrs,https://api.spotify.com/v1/tracks/67rvuV6oRGppOyXZk9OUrs,https://api.spotify.com/v1/audio-analysis/67rvuV6oRGppOyXZk9OUrs,203613,4,Cold as Stone (feat. Charlotte Lawrence) - Kaskade's Sunsoaked Mix,"['Kaskade', 'Charlotte Lawrence']",V,colab,United States,2,English,R
0.54,0.59,0,-4.359,1,0.0528,0.446,0,0.14,0.267,119.878,audio_features,6y0igZArWVi6Iz0rj35c1Y,spotify:track:6y0igZArWVi6Iz0rj35c1Y,https://api.spotify.com/v1/tracks/6y0igZArWVi6Iz0rj35c1Y,https://api.spotify.com/v1/audio-analysis/6y0igZArWVi6Iz0rj35c1Y,234910,4,Never Be Like You (feat. Kai),"['Flume', 'kai']",V,colab,Australia,2,English,RF
0.814,0.743,9,-2.968,1,0.159,0.152,0,0.163,0.367,107.996,audio_features,0nhVrTiCGiGRCoZOJiWzm1,spotify:track:0nhVrTiCGiGRCoZOJiWzm1,https://api.spotify.com/v1/tracks/0nhVrTiCGiGRCoZOJiWzm1,https://api.spotify.com/v1/audio-analysis/0nhVrTiCGiGRCoZOJiWzm1,214587,4,Danger (with Migos & Marshmello),"['Migos', 'Marshmello']",M,colab,United States,2,English,R
0.7,0.872,10,-5.896,1,0.0666,0.121,7.08E-06,0.103,0.761,125.03,audio_features,7FjZU7XFs7P9jHI9Z0yRhK,spotify:track:7FjZU7XFs7P9jHI9Z0yRhK,https://api.spotify.com/v1/tracks/7FjZU7XFs7P9jHI9Z0yRhK,https://api.spotify.com/v1/audio-analysis/7FjZU7XFs7P9jHI9Z0yRhK,190302,4,So Close,"['NOTD', 'Felix Jaehn', 'Captain Cuts', 'Georgia Ku']",V,colab,Sweden,4,English,R
0.702,0.628,2,-7.78,1,0.105,0.00451,2.62E-05,0.18,0.344,143.972,audio_features,2vl5IXYUuwJMGrQqbdurXd,spotify:track:2vl5IXYUuwJMGrQqbdurXd,https://api.spotify.com/v1/tracks/2vl5IXYUuwJMGrQqbdurXd,https://api.spotify.com/v1/audio-analysis/2vl5IXYUuwJMGrQqbdurXd,145215,4,90210,"['Keith Canva$', '$teven Cannon']",M,colab,United States,2,English,R
0.649,0.766,5,-5.526,1,0.0304,0.0374,0.000871,0.0942,0.202,97.953,audio_features,4GJAd1nBylAEbw1dZDVzEQ,spotify:track:4GJAd1nBylAEbw1dZDVzEQ,https://api.spotify.com/v1/tracks/4GJAd1nBylAEbw1dZDVzEQ,https://api.spotify.com/v1/audio-analysis/4GJAd1nBylAEbw1dZDVzEQ,221569,4,Quit You,"['Lost Kings', 'Tinashe']",V,colab,United States,2,English,R
0.799,0.8,1,-4.828,1,0.074,0.0495,1.63E-05,0.332,0.414,92.015,audio_features,5P45f6HakSHDwdFj5dO5K5,spotify:track:5P45f6HakSHDwdFj5dO5K5,https://api.spotify.com/v1/tracks/5P45f6HakSHDwdFj5dO5K5,https://api.spotify.com/v1/audio-analysis/5P45f6HakSHDwdFj5dO5K5,385520,4,Escápate Conmigo - Remix,"['Wisin', 'Ozuna', 'Bad Bunny', 'De La Ghetto', 'Arcangel', 'Noriel', 'Almighty']",M,colab,Puerto Rico,7,Spanish,R
0.717,0.799,2,-3.737,1,0.0525,0.211,3.42E-06,0.259,0.619,169.961,audio_features,3nowY0ZuWMuAmmAu1plEBP,spotify:track:3nowY0ZuWMuAmmAu1plEBP,https://api.spotify.com/v1/tracks/3nowY0ZuWMuAmmAu1plEBP,https://api.spotify.com/v1/audio-analysis/3nowY0ZuWMuAmmAu1plEBP,227718,4,No Te Vayas,"['Yandel', 'J Balvin']",M,colab,Puerto Rico,2,Spanish,R
0.663,0.803,10,-4.268,0,0.0505,0.0194,0.655,0.436,0.0712,133.981,audio_features,6BlemBicuIk2xAtmpFXr9W,spotify:track:6BlemBicuIk2xAtmpFXr9W,https://api.spotify.com/v1/tracks/6BlemBicuIk2xAtmpFXr9W,https://api.spotify.com/v1/audio-analysis/6BlemBicuIk2xAtmpFXr9W,172027,4,Utopia (4B Remix),"['Dombresky', '4B']",M,colab,France,2,English,R
0.493,0.594,8,-4.404,0,0.0378,0.256,0,0.0759,0.304,123.751,audio_features,0heE5tAAaDQmnGhVDImPl2,spotify:track:0heE5tAAaDQmnGhVDImPl2,https://api.spotify.com/v1/tracks/0heE5tAAaDQmnGhVDImPl2,https://api.spotify.com/v1/audio-analysis/0heE5tAAaDQmnGhVDImPl2,225515,4,Dynasty,['MIIA'],F,solo,Norway,1,English,R
0.729,0.545,0,-7.818,1,0.0316,0.0174,0.000274,0.369,0.514,103.012,audio_features,09oZ9eXQ2fo6YDrPzJqAoP,spotify:track:09oZ9eXQ2fo6YDrPzJqAoP,https://api.spotify.com/v1/tracks/09oZ9eXQ2fo6YDrPzJqAoP,https://api.spotify.com/v1/audio-analysis/09oZ9eXQ2fo6YDrPzJqAoP,177067,4,Outta My Head (with John Mayer),"['Khalid', 'John Mayer']",M,colab,United States,2,English,RF
0.557,0.821,9,-2.86,1,0.0302,0.0271,0,0.337,0.513,128.016,audio_features,7bUsQ9aDWfvnQK0aGk71GZ,spotify:track:7bUsQ9aDWfvnQK0aGk71GZ,https://api.spotify.com/v1/tracks/7bUsQ9aDWfvnQK0aGk71GZ,https://api.spotify.com/v1/audio-analysis/7bUsQ9aDWfvnQK0aGk71GZ,197004,4,Cool - Radio Edit,"['Alesso', 'Roy English']",M,colab,Sweden,2,English,R
0.701,0.461,0,-7.482,1,0.0408,0.189,0.191,0.0585,0.189,124.995,audio_features,41Dy7kkbShHoE2gypFudAW,spotify:track:41Dy7kkbShHoE2gypFudAW,https://api.spotify.com/v1/tracks/41Dy7kkbShHoE2gypFudAW,https://api.spotify.com/v1/audio-analysis/41Dy7kkbShHoE2gypFudAW,283720,4,Jubel - Original Mix,['Klingande'],M,solo,United States,1,English,R
0.688,0.981,7,-3.171,1,0.0725,0.0213,0.0329,0.224,0.743,140.025,audio_features,2304Tj4uic640MFsZc0jwO,spotify:track:2304Tj4uic640MFsZc0jwO,https://api.spotify.com/v1/tracks/2304Tj4uic640MFsZc0jwO,https://api.spotify.com/v1/audio-analysis/2304Tj4uic640MFsZc0jwO,265796,4,Shootin Stars,"['Aero Chord', 'Ddark']",M,colab,Greece,2,English,R
0.657,0.703,1,-3.402,1,0.0753,0.222,0,0.256,0.338,122.381,audio_features,0Zx8khUcEfCFK2AEoIhC92,spotify:track:0Zx8khUcEfCFK2AEoIhC92,https://api.spotify.com/v1/tracks/0Zx8khUcEfCFK2AEoIhC92,https://api.spotify.com/v1/audio-analysis/0Zx8khUcEfCFK2AEoIhC92,214693,4,Don't Leave,"['Snakehips', 'MØ']",V,colab,United States,2,English,R
0.679,0.617,0,-5.328,1,0.12,0.19,0,0.0798,0.665,189.993,audio_features,2VRVV7cvAGPJ2EBU4FIVCz,spotify:track:2VRVV7cvAGPJ2EBU4FIVCz,https://api.spotify.com/v1/tracks/2VRVV7cvAGPJ2EBU4FIVCz,https://api.spotify.com/v1/audio-analysis/2VRVV7cvAGPJ2EBU4FIVCz,228760,4,Nadie,['Farruko'],M,solo,Puerto Rico,1,Spanish,R
0.675,0.745,2,-6.538,1,0.0371,0.0207,0,0.358,0.147,99.98,audio_features,0OobldrdEL2QFJ7pYpSSRw,spotify:track:0OobldrdEL2QFJ7pYpSSRw,https://api.spotify.com/v1/tracks/0OobldrdEL2QFJ7pYpSSRw,https://api.spotify.com/v1/audio-analysis/0OobldrdEL2QFJ7pYpSSRw,202717,4,Last Time I Checked,"['lil aaron', 'Goody Grace']",M,colab,United States,2,English,R
0.679,0.929,7,-3.918,0,0.0485,0.0437,0.242,0.101,0.199,126.02,audio_features,3xKKGXaa1gPWLhwgxBTVDE,spotify:track:3xKKGXaa1gPWLhwgxBTVDE,https://api.spotify.com/v1/tracks/3xKKGXaa1gPWLhwgxBTVDE,https://api.spotify.com/v1/audio-analysis/3xKKGXaa1gPWLhwgxBTVDE,284256,4,Heaven - Radio Edit,"['Shaun Frank', 'KSHMR', 'Delaney Jane']",V,colab,United States,3,English,R
